,state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,has_availability,availability_365,number_of_reviews,review_scores_rating,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month,essentials,other_amenities,annual_revenue,host_experience,match_group,match_group_size,weights
9456,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,6012.84,0,111.0,5.0,1.6153846153846154
9461,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,111648.24,0,491.0,2.0,1.0769230769230769
9463,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,23222.4,0,824.0,2.0,1.0769230769230769
9466,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,576.0,0,834.0,4.0,1.0769230769230769
9470,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1044.0,0,71.0,13.0,1.0
9476,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,6533.76,0,489.0,2.0,1.0769230769230769
9480,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1440.0,0,872.0,2.0,1.0
9488,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,15361.919999999998,0,941.0,2.0,1.0
9493,1,3,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,481.80000000000007,0,681.0,2.0,1.0769230769230769
9503,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,712.8,0,72.0,13.0,0.32307692307692304
9506,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,12396.72,0,141.0,10.0,1.0
9508,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,10414.8,0,184.0,7.0,0.4307692307692308
9517,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,6429.48,0,127.0,4.0,1.0
9522,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,6658.08,0,875.0,2.0,1.0
9523,0,0,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,6457.44,0,599.0,2.0,1.0769230769230769
9525,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,18097.08,0,807.0,2.0,1.0
9538,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,22200.0,0,171.0,3.0,0.5384615384615384
9540,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,202.8,0,12.0,2.0,1.0769230769230769
9549,1,2,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,64053.96,0,940.0,2.0,1.0
9559,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,3062.4,0,90.0,2.0,1.0769230769230769
9566,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,18540.0,0,126.0,2.0,1.0769230769230769
9576,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,12962.16,0,712.0,3.0,1.0
9598,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,6908.52,0,712.0,3.0,1.0
9603,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,570.0,0,48.0,2.0,1.0769230769230769
9606,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1257048.0,0,130.0,4.0,1.0
9611,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,738.0,0,483.0,7.0,0.8076923076923077
9616,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,25808.52,0,836.0,5.0,1.0
9622,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1923.0,0,593.0,4.0,1.0769230769230769
9623,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,15152.399999999998,0,115.0,6.0,1.0769230769230769
9635,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1958.04,0,11.0,3.0,0.5384615384615384
9642,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,3780.12,0,715.0,6.0,0.2153846153846154
9647,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2718.7200000000003,0,162.0,3.0,0.5384615384615384
9653,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,326.4,0,746.0,2.0,1.0769230769230769
9661,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,14520.0,0,600.0,4.0,1.0
9664,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,18958.8,0,167.0,4.0,1.0
9665,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2724.0,0,68.0,3.0,0.5384615384615384
9669,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1948.2,0,13.0,3.0,1.0
9678,0,2,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,873.6000000000001,0,939.0,2.0,1.0
9683,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,10929.6,0,99.0,3.0,1.0
9685,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1038.24,0,923.0,2.0,1.0
9691,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,11163.12,0,117.0,2.0,1.0
9699,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,31122.0,0,35.0,3.0,1.0
9704,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,7145.88,0,114.0,3.0,1.0
9706,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,64800.0,0,185.0,4.0,3.230769230769231
9712,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,2750.4,0,830.0,4.0,1.0
9713,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,4520.88,0,157.0,5.0,1.0
9714,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,210.0,0,952.0,2.0,1.0
9722,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,6783.0,0,114.0,3.0,2.1538461538461537
9724,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,14599.2,0,828.0,2.0,1.0769230769230769
9730,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,48130.44,0,172.0,4.0,0.3589743589743589
9734,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,21872.64,0,836.0,5.0,4.3076923076923075
9736,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,3528.0,0,67.0,2.0,1.0
9745,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,12549.12,0,169.0,4.0,1.0769230769230769
9751,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,7940.16,0,846.0,3.0,0.5384615384615384
9754,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,97571.4,0,28.0,3.0,0.5384615384615384
9765,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,16782.6,0,862.0,5.0,1.0
9767,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,70443.72,0,113.0,5.0,1.6153846153846154
9775,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,4167.72,0,80.0,4.0,1.0
9791,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1278.0,0,595.0,2.0,1.0769230769230769
9796,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,706.8,0,34.0,2.0,1.0769230769230769
9797,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,460.8,0,687.0,2.0,1.0
9807,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,8150.16,0,74.0,4.0,1.0
9810,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,934.8,0,50.0,3.0,1.0
9812,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1620.0,0,834.0,4.0,1.0769230769230769
9826,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,7152.6,0,82.0,3.0,0.5384615384615384
9834,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,10107.240000000002,0,177.0,2.0,1.0769230769230769
9842,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,5368.2,0,77.0,2.0,1.0
9850,0,3,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,203.28000000000003,0,583.0,2.0,1.0769230769230769
9851,0,0,1,0,0,1,1,1,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1933.92,0,754.0,2.0,1.0769230769230769
9854,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,49476.6,0,115.0,6.0,1.0769230769230769
9869,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,9312.0,0,877.0,4.0,1.0
9877,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1848.0,0,70.0,2.0,1.0769230769230769
9879,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,390.0,0,589.0,2.0,1.0769230769230769
9885,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,13639.320000000002,0,108.0,2.0,1.0
9892,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,14467.680000000002,0,738.0,2.0,1.0769230769230769
9895,0,1,1,0,1,1,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1185.24,0,658.0,2.0,1.0
9897,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,9829.92,0,844.0,2.0,1.0
9901,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,46010.88,0,169.0,4.0,1.0
9902,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4056.0,0,73.0,6.0,1.0
9904,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,22530.0,0,167.0,4.0,1.0769230769230769
9914,1,0,1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,129.60000000000002,0,590.0,2.0,1.0769230769230769
9932,0,0,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,222.48,0,592.0,2.0,1.0769230769230769
9943,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,16500.0,0,184.0,7.0,0.4307692307692308
9956,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,2494.8,0,158.0,5.0,1.0
9962,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,9072.0,0,121.0,3.0,0.5384615384615384
9969,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,11268.0,0,174.0,4.0,0.3589743589743589
9970,0,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1140.0,0,903.0,3.0,0.5384615384615384
9973,0,0,1,1,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,597.36,0,594.0,4.0,0.3589743589743589
9986,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,544.3199999999999,0,90.0,2.0,1.0
9999,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1680.0,0,5.0,2.0,1.0
10002,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1441.44,0,471.0,2.0,1.0
10003,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,11016.0,0,486.0,2.0,1.0769230769230769
10011,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,5820.0,0,35.0,3.0,0.5384615384615384
10020,0,0,1,0,1,0,1,1,2,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,4360.2,0,615.0,3.0,1.0
10021,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,421.2000000000001,0,482.0,2.0,1.0
10022,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1920.96,0,744.0,2.0,1.0769230769230769
10023,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,8799.000000000002,0,136.0,4.0,1.0769230769230769
10034,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1857.24,0,156.0,3.0,0.5384615384615384
10045,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,7473.959999999999,0,154.0,2.0,1.0769230769230769
10046,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1587.6,0,865.0,2.0,1.0
10047,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2904.0,0,72.0,13.0,0.32307692307692304
10049,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,5023.200000000001,0,84.0,3.0,1.0
10052,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,22255.8,0,808.0,2.0,1.0769230769230769
10054,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,14323.2,0,174.0,4.0,0.3589743589743589
10058,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,46848.0,0,182.0,5.0,1.0
10068,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,7392.0,0,179.0,5.0,1.6153846153846154
10075,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,7904.519999999999,0,148.0,2.0,1.0769230769230769
10080,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,12672.0,0,723.0,2.0,1.0769230769230769
10087,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2053.32,0,71.0,13.0,1.0
10091,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,3108.0,0,930.0,4.0,1.0
10099,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,30493.800000000003,0,709.0,2.0,1.0769230769230769
10106,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,5495.04,0,91.0,3.0,0.5384615384615384
10120,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2340.0,0,71.0,13.0,1.0
10127,0,0,1,1,1,0,1,0,2,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,5925.719999999999,0,804.0,2.0,1.0
10134,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,234.0,0,914.0,2.0,1.0769230769230769
10138,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,17958.0,0,112.0,2.0,1.0769230769230769
10145,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,28557.960000000003,0,142.0,3.0,0.5384615384615384
10146,0,0,1,0,1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,7227.72,0,597.0,2.0,1.0
10148,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,7056.0,0,875.0,2.0,1.0769230769230769
10151,0,0,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,100.8,0,588.0,2.0,1.0769230769230769
10152,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,589.56,0,725.0,2.0,1.0
10164,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,6782.76,0,18.0,4.0,0.3589743589743589
10169,0,3,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,948.6,0,683.0,2.0,1.0769230769230769
10177,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,41024.88,0,171.0,3.0,1.0
10179,0,1,1,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,342.0,0,658.0,2.0,1.0769230769230769
10181,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,4704.0,0,866.0,2.0,1.0769230769230769
10188,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,34285.68,0,135.0,6.0,1.0
10190,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,353.4,0,780.0,3.0,1.0
10195,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,10692.0,0,15.0,2.0,1.0
10196,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1506.6,0,94.0,4.0,0.3589743589743589
10202,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,2384.28,0,826.0,2.0,1.0769230769230769
10203,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,9900.000000000002,0,487.0,2.0,1.0
10204,0,2,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,4972.8,0,939.0,2.0,1.0769230769230769
10217,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,841.8,0,80.0,4.0,0.3589743589743589
10223,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,5453.76,0,736.0,2.0,1.0
10232,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,402.6,0,70.0,2.0,1.0
10235,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,2746.2,0,101.0,3.0,0.5384615384615384
10238,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,151.8,0,60.0,4.0,0.3589743589743589
10243,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,5785.56,0,128.0,5.0,4.3076923076923075
10257,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,8640.0,0,736.0,2.0,1.0769230769230769
10258,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,9637.92,0,175.0,2.0,1.0
10264,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,300.24,0,872.0,2.0,1.0769230769230769
10266,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,761.76,0,50.0,3.0,1.0
10268,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1049.4,0,913.0,2.0,1.0769230769230769
10278,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,120.0,0,56.0,5.0,1.0
10284,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,37433.28,0,151.0,3.0,1.0
10285,0,0,1,0,1,1,1,1,2,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,564.48,0,762.0,2.0,1.0
10292,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,4183.92,0,128.0,5.0,1.0
10297,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,9583.8,0,825.0,2.0,1.0
10301,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,10241.28,0,129.0,2.0,1.0
10310,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,594.0,0,822.0,2.0,1.0
10320,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,8290.08,0,171.0,3.0,0.5384615384615384
10329,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,20196.0,0,172.0,4.0,0.3589743589743589
10341,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1841.4,0,724.0,2.0,1.0769230769230769
10372,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,4356.0,0,181.0,5.0,0.2692307692307692
10374,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,4311.72,0,78.0,3.0,0.5384615384615384
10388,0,2,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1284.36,0,796.0,2.0,1.0
10402,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,3435.0,0,158.0,5.0,1.0
10408,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,10558.08,0,833.0,2.0,1.0769230769230769
10415,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1779.84,0,846.0,3.0,0.5384615384615384
10417,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3946.32,0,109.0,4.0,0.3589743589743589
10422,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,15167.88,0,802.0,2.0,1.0
10447,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,4887.84,0,68.0,3.0,1.0
10448,1,0,1,0,1,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1823.28,0,613.0,2.0,1.0
10449,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,7341.6,0,878.0,2.0,1.0
10453,0,2,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,2950.2,0,943.0,2.0,1.0
10457,1,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1310.4,0,763.0,3.0,0.5384615384615384
10458,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,12260.16,0,816.0,3.0,0.5384615384615384
10461,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,29582.88,0,493.0,2.0,1.0769230769230769
10463,1,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,340.20000000000005,0,607.0,2.0,1.0769230769230769
10473,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,18658.92,0,9.0,4.0,1.0769230769230769
10483,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,12719.52,0,168.0,7.0,1.0
10493,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,6123.240000000001,0,30.0,2.0,1.0
10500,1,0,1,0,1,0,1,1,2,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,343.20000000000005,0,763.0,3.0,1.0
10501,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,15198.36,0,29.0,2.0,1.0
10503,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,2850.0,0,861.0,2.0,1.0
10507,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,10436.28,0,33.0,2.0,1.0
10510,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,3840.0,0,14.0,4.0,1.0
10511,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6257.28,0,31.0,3.0,0.5384615384615384
10518,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,11689.92,0,150.0,4.0,0.3589743589743589
10530,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,37468.32,0,142.0,3.0,1.0
10536,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,52373.64,0,183.0,7.0,0.17948717948717946
10538,1,3,0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,567.5999999999999,0,682.0,3.0,1.0
10541,0,0,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,207.0,0,908.0,2.0,1.0
10551,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,6096.72,0,91.0,3.0,1.0
10558,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,32886.119999999995,0,471.0,2.0,1.0769230769230769
10563,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1430.52,0,780.0,3.0,1.0
10566,1,0,1,0,1,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1317.84,0,587.0,2.0,1.0
10576,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,642.6,0,80.0,4.0,0.3589743589743589
